headline,sentiment_label,date,stock
Finnish home decoration and arts and crafts retailer Tiimari Plc ( OMX Helsinki : TII1V ) reported on Monday ( 18 August ) an operating loss of EUR3 .3 m on net sales of EUR33 .9 m for the period January-June 2008 .,neutral,2018-10-26,AAPL
"However , the growth margin slowed down due to the financial crisis .",negative,2018-10-29,NVDA
"The company 's net profit amounted to EE 55.5 mn , which was 36 % more than in 2004 .",positive,2018-10-29,TSLA
"` The stable outlook reflects Nokia 's strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet , ' said Raab .",positive,2018-10-29,NVDA
Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007 .,positive,2018-10-29,TSLA
"pct lower at 4,442.10 .",neutral,2018-10-29,NVDA
"The Finnish company sold its UK operation - consisting of 50 staff in offices in London , Birmingham and Manchester - as part of a deal with Hampden in July 2001 for its European-wide property and casualty arm Sampo Industrial .",neutral,2018-10-30,AAPL
"For 24-hour news , try ICIS news www.icis.com Click `` trial '' , then ICIS news",neutral,2018-10-30,AAPL
"The train is expected to cross the Russian territory in 9 days , reaching the Vostochny port .",neutral,2018-10-30,NVDA
"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 .",negative,2018-10-30,TSLA
No financial details were disclosed .,neutral,2018-10-30,AAPL
The value of the three-year contract is estimated at EUR40m .,neutral,2018-10-31,AAPL
The 2015 target for net sales has been set at EUR 1bn and the target for return on investment at over 20 % .,positive,2018-10-31,TSLA
The order is a follow-on to an 11 mln euro ( $ 16.1 mln ) deal made in July 2007 .,neutral,2018-10-31,NVDA
"The plant will go on stream in November 2008 and its estimated daily production will be 120,000 litres of bioethanol .",neutral,2018-10-31,AAPL
"ISMS does not disclose its financial results , the daily said .",neutral,2018-11-02,AAPL
The non-recurring costs caused to Talentum 's Premedia business area by the restructuring will amount to 2.0 mln euro $ 2.7 mln and will be included in the company 's financial results for the second quarter of 2007 .,neutral,2018-11-02,AAPL
"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .",negative,2018-11-02,AAPL
Finnish home decoration and arts and crafts retailer Tiimari Plc ( OMX Helsinki : TII1V ) reported on Monday ( 18 August ) an operating loss of EUR3 .3 m on net sales of EUR33 .9 m for the period January-June 2008 .,neutral,2018-11-02,TSLA
"The challenge for the company , however , is finding new sources of raw material , said Risto Rinne , CEO of Neste Oil .",neutral,2018-11-06,TSLA
Finnish department store group Stockmann is planning to acquire about EUR 141mn through a directed issue and a rights offering .,neutral,2018-11-06,NVDA
Finnish business software group AffectoGenimap Oyj said it had signed an agreement to acquire all the shares in Swedish sector company Intellibis Ab for 12 mln euro ( $ 15.8 mln ) on a debt-free basis .,positive,2018-11-07,NVDA
An Apple spokeswoman said the company declined to comment .,neutral,2018-11-07,AAPL
Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,negative,2018-11-07,NVDA
"`` Of course , we are in talks with all those coming up with new projects that involve material handling , '' Konecranes President and CEO Pekka Lundmark said , when asked whether it was talking to Reliance Industries for supplying equipment to its upcoming refinery in Jamnagar .",neutral,2018-11-07,NVDA
"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",positive,2018-11-07,AAPL
"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom .",positive,2018-11-07,TSLA
"Neste Oil extended yesterday 's gains and put on 0.49 pct to 22.72 eur , while utility Fortum shed 1.14 pct to 20.76 eur .",neutral,2018-11-08,NVDA
"Tikkurila , a division of Kemira group , controls about 23 % of the Russian market in its field and owns St. Petersburg paint producer TEX. .",neutral,2018-11-08,TSLA
The electricity requirement of networks will grow with the new mobile generation .,neutral,2018-11-08,NVDA
"Operating result for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 .",negative,2018-11-08,NVDA
"The new company will likely hold an IPO on the NYSE or another international stock exchange , according to Altimo which manages the Alfa Group 's telecommunications assets and TeliaSonera 's agreement , which has been published on the website of the U.S. Securities and Exchange Commission .",neutral,2018-11-09,AAPL
Finnish department store group Stockmann is planning to acquire about EUR 141mn through a directed issue and a rights offering .,neutral,2018-11-09,TSLA
"Price talk is in the mid-market swaps plus 105 bps area and the leads are Barclays , BNPP , UBS and CBA .",neutral,2018-11-09,TSLA
"Finnish Metso will supply new wood handling and bleaching lines , as well as a rebuild of the kraft liner washing line for Klabin 's Tel+maco Borba mill in the Brazilian state of Paran+è .",positive,2018-11-09,AAPL
"Body ES Vostok also owns stakes in power sales companies MosenergosbytBody ( RTS : MSSB ) ( 50.9 % ) , Altaienergosbyt ( 100 % ) , Saratovenergo ( RTS : SARE ) Body ( 48.36 % ) and Tambov Power Sales Company ( RTS : TASB ) ( 49.01 % ) , all ofBodywhich it received from the distribution balance .",neutral,2018-11-09,AAPL
"Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn .",neutral,2018-11-09,NVDA
"( ADPnews ) - Nov 9 , 2009 - Four companies have agreed to buy for a combined SEK 5.9 billion ( USD 854m-EUR 571.8 m ) all drug stores offered for sale as part of the restructuring of Swedish stated-owned pharmacy monopoly Apoteket AB , t",positive,2018-11-12,NVDA
"So far the company has awarded more than $ 350,000 worth of tools and materials .",neutral,2018-11-12,AAPL
"The Finnish company is building a 800,000 mt-year biodiesel plant in Singapore .",neutral,2018-11-12,NVDA
Cameco is to provide an upfront investment of up to USD 60mn for the construction of the uranium extraction circuit .,neutral,2018-11-12,NVDA
The expansion is to be finalized in the autumn of 2009 .,neutral,2018-11-12,NVDA
"`` Adjustment to the fall in price level , in contrast , has been less effective .",negative,2018-11-13,NVDA
The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .,negative,2018-11-13,NVDA
The goal will be achieved via organic growth possibly supplemented by acquisitions .,neutral,2018-11-13,TSLA
"Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year deal which involves low maintenance and fuel saving technologies .",positive,2018-11-13,AAPL
"According to Mark White , Locatrix Communications ' CEO , the company 's web services interface allows device owners , friends , and family to track and locate TWIG users via any web browser .",neutral,2018-11-14,TSLA
"A purchase agreement for 7,200 tons of gasoline with delivery at the Hamina terminal , Finland , was signed with Neste Oil OYj at the average Platts index for this September plus eight US dollars per month .",positive,2018-11-14,TSLA
"In 2006 the company 's net sales amounted to approximately EUR259m and it has some 8,000 employees .",neutral,2018-11-15,TSLA
"treatment products in Usa , Canada , Mexico , Australia and Brazil Today , Global Research & Data Services is going to publish several market analyses about the markets for water treatment products in some selected countries .",neutral,2018-11-15,TSLA
"After piloting , the instrument will be further developed according to the experiences gained .",neutral,2018-11-15,TSLA
"Operating profit surged to EUR21m from EUR106 ,000 .",positive,2018-11-15,TSLA
"It s an area that is highly valued , because most of the land there has already been built on .",neutral,2018-11-15,TSLA
`` The acquisition of Elektros Pavara completes KONE 's market expansion strategy in the Baltic Countries .,positive,2018-11-15,NVDA
"Also , Technopolis plans to build a 100 million euro technology park at the special economic zone Neudorf in St. Petersburg , the St. Petersburg government said in February .",neutral,2018-11-16,AAPL
The service developed by Digia facilitates the work and resourcing of health care personnel during vaccination campaigns while providing them with monitoring and management tools .,neutral,2018-11-16,AAPL
"The Group 's consolidated net sales for 2008 totaled 3.4 billion euros and it employs approximately 13,000 persons .",neutral,2018-11-19,TSLA
"According to Finnish L+Ænnen Tehtaat 's CEO Matti Karppinen , now that L+Ænnen Tehtaat has sold the majority of its feed and grain business , it will quickly start to look for acquisitions .",neutral,2018-11-19,AAPL
"shock phase ' , consumers have once again started to plan and implement building projects .",neutral,2018-11-19,TSLA
"A total six of the polled analysts rated M-real -- two gave `` buy '' - `` accumulate '' , three gave `` hold '' and only one gave `` sell '' .",neutral,2018-11-19,AAPL
Scanfil has also issued a profit warning .,negative,2018-11-19,AAPL
Finnish component supplier Componenta Corporation ( OMX Helsinki : CTH1V ) reported on Tuesday ( 15 July ) an operating profit of EUR46 .2 m on net sales of EUR386 .0 m for the financial period January-June 2008 .,neutral,2018-11-21,TSLA
European traffic grew nearly 30 % .,positive,2018-11-21,AAPL
"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .",positive,2018-11-21,TSLA
`` The additional flight linking Mumbai with Helsinki was dictated by the strong traffic demand between Asia and Europe .,positive,2018-11-21,AAPL
"In the second quarter of 2009 , net sales through operator business partners represented 47 % of the Group 's total net sales .",neutral,2018-11-21,NVDA
"London 's leading shares today jumped almost 100 points , or 1.7 % , as the market opened .",positive,2018-11-21,NVDA
"Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year deal which involves low maintenance and fuel saving technologies .",positive,2018-11-21,TSLA
"The Ministry of Water in Tanzania has awarded Poyry a water and sanitation engineering assignment for the rehabilitation and extension of water supply and sanitation infrastructure in Bukoba and Musoma , situated at Lake Victoria in northern Tanzania .",positive,2018-11-21,AAPL
"Subscribers of China Unicom , the nation 's second largest mobile phone operator after China Mobile , are expected to release pictures , videos and blog on the Internet via mobile phones as of March 2008 .",neutral,2018-11-22,AAPL
"In 2007 , almost two thirds of Orion 's net sales came from these drugs .",neutral,2018-11-23,NVDA
